,0
517,0.002667591
518,0.61617399
519,0.939780854
520,0.080211315
521,0.922788909
522,0.013835165
523,0.356542773
524,0.080807468
525,0.061342344
526,0.291334895
527,0.002809204
528,0.311801525
529,0.002112618
530,0.223724564
531,0.036189108
532,0.246222888
533,0.013070163
534,0.020742821
535,0.035992878
536,0.211074992
537,0.882372615
538,0.025901089
539,0.999996282
540,0.165355765
541,0.073723227
542,0.04537522
543,0.025138746
544,0.024922984
545,0.001923609
546,0.011893373
547,0.005420653
548,0.072219082
549,0.552942702
550,0.007759672
551,0.099063244
552,0.060021014
553,0.308811767
554,0.999895366
555,0.267406129
556,0.817225723
557,0.034897839
558,0.953457569
559,0.07874388
560,0.034540091
561,0.010192952
562,0.008510605
563,0.001811429
564,0.003208844
565,0.010078218
566,0.643586356
567,0.1256948
568,0.129393541
569,0.010525343
570,0.074321909
571,0.38158813
572,0.022143823
573,0.162866825
574,0.713097128
575,0.061325989
576,0.203404634
577,0.022892291
578,0.199984322
579,0.443898074
580,0.034369029
581,0.01521368
582,0.022900997
583,0.87896133
584,0.046391545
585,0.012881663
586,0.177210769
587,0.120604004
588,0.531080063
589,0.145933608
590,0.04128746
591,0.682437292
592,0.111093092
593,0.050100164
594,0.26642705
595,0.118246473
596,0.979081961
597,0.024894699
598,0.56008039
599,0.267000712
600,0.005567088
601,0.150932436
602,0.050016278
603,0.024894103
604,0.999989012
605,0.018499226
606,0.495051652
607,0.179892211
608,0.933886405
609,0.07560272
610,0.522892733
611,0.021284914
612,0.467853909
613,0.158932228
614,0.999701857
615,0.188138943
616,0.950159745
617,0.009921654
618,0.074670858
619,0.088403431
620,0.056690198
621,0.003908529
622,0.229126934
623,0.771093492
624,0.176070414
625,0.012720315
626,0.181187393
627,0.069449552
628,0.419416014
629,0.00434693
630,0.009448305
631,0.027239713
632,0.428008264
633,0.328559515
634,0.006245267
635,0.678290756
636,0.026513215
637,0.002117659
638,0.238856142
639,0.128388115
640,0.879538368
641,0.096282762
642,0.258872355
643,0.761059149
644,0.034988118
645,0.069426281
646,0.176831104
647,0.488883276
648,0.228094765
649,0.002993841
650,0.167553916
651,0.677925081
652,0.009314912
653,0.97559722
654,0.128231536
655,0.004043729
656,0.010884438
657,0.264081024
658,0.295635268
659,0.979394159
660,0.000818698
661,0.033932625
662,0.003959894
663,0.093418921
664,0.999974917
665,0.612032624
666,0.249522409
667,0.006195788
668,0.048896997
669,0.104388402
670,0.060299249
671,0.018385713
672,0.014272165
673,0.007370786
674,0.005609329
675,0.013647527
676,0.06824819
677,0.57885587
678,0.774265794
679,0.395218934
680,0.580553889
681,0.005792301
682,0.402330374
683,0.418766631
684,0.091603344
685,0.069197286
686,0.069579817
687,0.998964996
688,0.975320274
689,0.028686325
690,0.491392938
691,0.007621845
692,0.027386434
693,0.71190948
694,0.894793208
695,0.012106056
696,0.174431642
697,0.004641133
698,0.235215579
699,0.388325038
700,0.081340778
701,0.204883098
702,0.101192714
703,0.879812803
704,0.105066375
705,0.15826378
706,0.02162606
707,0.972575553
708,0.002121206
709,0.027185413
710,0.030916774
711,0.237218567
712,0.265306904
713,0.117009768
714,0.246396464
715,0.031166598
716,0.106714275
717,0.03407532
718,0.107218594
719,0.015592436
720,0.98488022
721,0.242797386
722,0.081119446
723,0.115666346
724,0.001470695
725,0.100330588
726,0.324246228
727,0.017228927
728,0.022517602
729,0.029769168
730,0.00570155
731,0.054988938
732,0.041085096
733,0.021208843
734,0.59616767
735,0.00668348
736,0.313773379
737,1.16E-05
738,0.243826067
739,0.16680491
740,0.764203155
741,0.001415291
742,0.003423769
743,0.003019681
744,0.632265047
745,0.004792446
746,0.548342876
747,0.916926437
748,0.308007401
749,0.168002138
750,0.016530013
751,0.091506388
752,0.413685575
753,0.016445758
754,0.957631518
755,0.258304176
756,0.01048066
757,0.01066512
758,0.995679166
759,0.199483295
760,0.017863773
761,0.124148096
762,0.466640708
763,0.06424627
764,0.095846334
765,0.029269711
766,0.240699796
767,0.110429099
768,0.008104657
769,0.999890219
770,0.005347788
771,0.999999402
772,0.141458533
773,0.746730007
774,0.581316256
775,0.63924683
776,0.02019771
777,0.855299328
778,0.123680617
779,0.030607605
780,0.099129605
781,0.024102793
782,0.214193282
783,0.999997964
784,0.924748524
785,0.342976128
786,0.406513668
787,0.107354127
788,0.441247236
789,0.047425463
790,0.996398762
791,0.030562037
792,0.039202514
793,0.032291669
794,0.79188084
795,0.098656816
796,0.213489002
797,0.074733076
798,0.009005888
799,0.044705705
800,0.311977931
801,0.808436847
802,0.014180379
803,0.043223321
804,0.078172823
805,0.033189515
806,0.020959407
807,0.000758303
808,0.005709508
809,0.247033623
810,0.030627405
811,0.795912512
812,0.025268787
813,0.096551093
814,0.398767766
815,0.206052613
816,0.931818721
817,0.017956817
818,0.011167561
819,0.012896953
820,0.004118269
821,0.041756747
822,0.026918733
823,0.108432201
824,0.005035706
825,0.008292819
826,0.034922056
827,0.211069866
828,0.00624401
829,0.03126608
830,0.058371313
831,0.035211394
832,0.487285892
833,0.060895321
834,0.038817308
835,0.957797001
836,0.012215376
837,0.038648815
838,0.68062807
839,0.006016347
840,0.022778616
841,0.642001574
842,0.086264377
843,0.015780227
844,0.180887153
845,0.187733012
846,0.029318054
847,0.21023539
848,0.942729864
849,0.002394437
850,0.898204131
851,0.246434314
852,0.102412357
853,0.005600377
854,0.02526493
855,0.12496393
856,0.008200257
857,0.246120461
858,0.445391978
859,0.152622669
860,0.073375449
861,0.40557433
862,0.54051667
863,0.048349653
864,0.045911924
865,0.008780845
866,0.002543556
867,0.216442881
868,0.399702805
869,0.022702845
870,0.103192627
871,0.999994288
872,0.01007583
873,0.924736678
874,0.001142675
875,0.482723825
876,0.369179604
877,0.366091054
878,0.003158911
879,0.461737595
880,0.304598377
881,0.008850508
882,0.02749015
883,0.118517058
884,0.022872548
885,0.604976478
886,0.031431506
887,0.283230935
888,0.07181934
889,0.992691808
890,0.014164397
891,0.907787781
892,0.270080185
893,0.218127847
894,0.000554521
895,0.266293883
896,0.02506373
897,0.033926249
898,0.589895917
899,0.115565224
900,0.120955952
901,0.111470394
902,0.844195409
903,0.07354629
904,0.019181233
905,0.976857937
906,0.034475962
907,0.029119554
908,0.155766824
909,0.004346313
910,0.262016817
911,0.472205519
912,0.02674056
913,0.11276329
914,0.695426406
915,0.009122041
916,0.012240343
917,0.011263987
918,0.999777289
919,0.779619945
920,0.332680898
921,0.012835766
922,0.590102962
923,0.080679154
924,0.02429504
925,0.030373336
926,0.998322593
927,0.199920406
928,0.06648165
929,0.200088519
930,0.44859189
931,0.002526539
932,0.291347552
933,0.1166324
934,0.015738496
935,0.042577058
936,0.000648169
937,0.186995683
938,0.039053676
939,0.011712825
940,0.016321816
941,0.257633364
942,0.021373592
943,0.006970466
944,0.052142101
945,0.522988759
946,0.034952299
947,0.365235945
948,0.066409554
949,0.372223196
950,0.021880277
951,0.121212488
952,0.023954774
953,0.003589218
954,0.66071462
955,0.015241952
956,0.947120918
957,0.077621172
958,0.090227197
959,0.112734043
960,0.620625487
961,0.999984533
962,0.038004172
963,0.024175069
964,0.002438038
965,0.003175448
966,0.718799391
967,0.099883201
968,0.002903299
969,0.008127236
970,0.131905349
971,0.005489276
972,0.714602258
973,0.081368077
974,0.178157069
975,0.026832405
976,0.999901122
977,0.024670108
978,0.053223996
979,0.277746798
980,0.483171504
981,0.027641002
982,0.036280014
983,0.015808506
984,0.019727398
985,0.104756785
986,0.018219139
987,0.016029389
988,0.005187096
989,0.252876043
990,0.544850173
991,0.006888821
992,0.075433882
993,0.008532926
994,0.002488368
995,0.194301686
996,0.010895136
997,0.021152926
998,0.071668764
999,0.015261408
1000,0.934459964
1001,0.063006732
1002,0.119123397
1003,0.065043925
1004,0.37200642
1005,0.80118028
1006,0.853375889
1007,0.502147536
1008,0.050796487
1009,0.061231452
1010,0.039424895
1011,0.013406758
1012,0.006658047
1013,0.09871366
1014,0.206106202
1015,0.064740828
1016,0.205799427
1017,0.085545591
1018,0.896399902
1019,0.991303353
1020,0.059319214
1021,0.068002681
1022,0.013479542
1023,0.009070978
1024,0.520341317
1025,0.999744161
1026,0.022242392
1027,0.095935767
1028,0.269201872
1029,0.004688064
1030,0.034487045
1031,0.011104395
1032,0.005559938
1033,0.145436017
1034,0.001503098
1035,0.109010433
1036,0.003777608
1037,0.259609182
1038,0.844747649
1039,0.013618578
1040,0.007883743
1041,0.230764322
1042,0.042920534
1043,0.292628188
1044,0.189087276
1045,0.046767603
1046,0.648584221
1047,0.652588184
1048,0.189880633
1049,0.033600557
1050,0.998346788
1051,0.674270659
1052,0.093338373
1053,0.016162969
1054,0.611824476
1055,0.007548553
1056,0.06414103
1057,0.118369351
1058,0.015787692
1059,0.996050535
1060,0.366851527
1061,0.010712298
1062,0.084891328
1063,0.306006034
1064,0.411439486
1065,0.026001399
1066,0.044517393
1067,0.783216602
1068,0.903038567
1069,0.031417306
1070,0.010700111
1071,0.070989236
1072,0.002533096
1073,0.008171558
1074,0.003537871
1075,0.36817339
1076,0.023415515
1077,0.009040007
1078,0.30886
1079,0.249704333
1080,0.140698686
1081,0.973355322
1082,0.080357345
1083,0.052259251
1084,0.316523487
1085,0.060518015
1086,0.320693829
1087,0.031652083
1088,0.032902668
1089,0.022426383
1090,0.170823946
1091,0.020043474
1092,0.199862124
1093,0.009068429
1094,0.11469672
1095,0.0149471
1096,0.010337005
1097,0.178974312
1098,0.195763678
1099,0.061216388
1100,0.983637449
1101,0.003404265
1102,0.061718442
1103,0.007131411
1104,0.599205805
1105,0.000870536
1106,0.008807047
1107,0.091192409
1108,0.023060473
1109,0.998224335
1110,0.39179513
1111,0.013470761
1112,0.12549661
1113,0.029656758
1114,0.017178961
1115,0.003137738
1116,0.285282302
1117,0.060435619
1118,0.735881348
1119,0.021795275
1120,0.189741835
1121,0.999984692
1122,0.020140523
1123,0.006488266
1124,0.135953702
1125,0.412962738
1126,0.249747436
1127,0.346921702
1128,0.297987837
1129,0.406803347
1130,0.011761213
1131,0.582675965
1132,0.008044428
1133,0.178361529
1134,0.004115537
1135,0.994846076
1136,0.043181812
1137,0.009754092
1138,0.030766164
1139,0.035313447
1140,0.999574802
1141,0.218886623
1142,0.112728416
1143,0.006691902
1144,0.07690041
1145,0.020752872
1146,0.026052946
1147,0.125541852
1148,0.080074215
1149,0.114457699
1150,0.098618129
1151,0.043586238
1152,0.034576363
1153,0.022194078
1154,0.051161939
1155,0.812993861
1156,0.914994515
1157,0.015072014
1158,0.013445988
1159,0.762743447
1160,0.014615458
1161,0.153300246
1162,0.039717863
1163,0.035649491
1164,0.038622525
1165,0.119882222
1166,0.040515153
1167,0.008863226
1168,0.002124383
1169,0.259731068
1170,0.027750942
1171,0.049903764
1172,0.417875979
1173,0.373494341
1174,0.499461175
1175,0.019390276
1176,0.06556529
1177,0.160863039
1178,0.300273665
1179,0.006799297
1180,0.215077842
1181,0.005058902
1182,0.087775242
1183,0.049072038
1184,0.070991491
1185,0.179735191
1186,0.802361301
1187,0.094485449
1188,0.043369204
1189,0.008073479
1190,0.198027724
1191,0.552239302
1192,0.009700119
1193,0.014890017
1194,0.098669001
1195,0.075718575
1196,0.071484078
1197,0.493078889
1198,0.29360248
1199,0.008208422
1200,0.028313074
1201,0.68302016
1202,0.096980538
1203,0.002440267
1204,0.89662587
1205,0.014602335
1206,0.37408711
1207,0.411240311
1208,0.089088715
1209,0.999999979
1210,0.243578674
1211,0.230820546
1212,0.018747896
1213,0.753651405
1214,0.513384604
1215,0.016536458
1216,0.397928977
1217,0.648369215
1218,0.231480069
1219,0.154563209
1220,0.00223806
1221,0.065666092
1222,0.029600011
1223,0.067583443
1224,0.019751247
1225,0.014139315
1226,0.640993791
1227,0.093397714
1228,0.011952963
1229,0.232493388
1230,0.007145134
1231,0.005036857
1232,0.941883933
1233,0.999969624
1234,0.08314434
1235,0.014806304
1236,0.895593483
1237,0.006595985
1238,0.170139838
1239,0.102194906
1240,0.490513726
1241,0.01276983
1242,0.3236312
1243,0.002350724
1244,0.070276956
1245,0.125239991
1246,0.063858713
1247,0.925704748
1248,0.352795018
1249,0.010891324
1250,0.125211425
1251,0.019416498
1252,0.168960107
1253,0.170923059
1254,0.057405356
1255,0.017403258
1256,0.073199019
1257,0.008634432
1258,0.999940017
1259,0.064628403
1260,0.046579161
1261,0.052463702
1262,0.609022173
1263,0.006905241
1264,0.833980951
1265,0.144503816
1266,0.614305315
1267,0.063282523
1268,0.089524157
1269,0.022026656
1270,0.054204895
1271,0.145569384
1272,0.095281564
1273,0.964611891
1274,0.073239012
1275,0.01527068
1276,0.595061364
1277,0.509190271
1278,0.022893322
1279,0.078553139
1280,0.381058724
1281,0.004587135
1282,0.371517608
1283,0.04922722
1284,0.942562473
1285,0.505812347
1286,0.218805946
1287,0.003423372
1288,0.998688736
1289,0.066376954
1290,0.039780342
1291,0.007986188
1292,0.006351074
1293,0.223275336
1294,0.139281219
1295,0.453422471
1296,0.034026211
1297,0.184767728
1298,0.009290655
1299,0.125062942
1300,0.132343191
1301,0.013097955
1302,0.13805313
1303,0.1847692
1304,0.007235553
1305,0.480936903
1306,0.413733569
1307,0.00328569
1308,0.069346241
1309,0.026917041
1310,0.025299719
1311,0.021269972
1312,0.046521621
1313,0.125289082
1314,0.963860498
1315,0.069504225
1316,0.107937851
1317,0.140680326
1318,0.220290757
1319,0.95420094
1320,0.010551356
1321,0.44113047
1322,0.11032617
1323,0.002882201
1324,0.027195392
1325,0.050434437
1326,0.548204199
1327,0.968911901
1328,0.791402158
1329,0.019650645
1330,0.412304791
1331,0.091877621
1332,0.219061694
1333,0.025532729
1334,0.0207802
1335,0.019361687
1336,0.322668964
1337,0.035415917
1338,0.024383919
1339,0.060103301
1340,0.326426255
1341,0.278287436
1342,0.05745634
1343,0.014074198
1344,0.002647092
1345,0.002873648
1346,0.008647074
1347,0.070847821
1348,0.000281716
1349,0.641662029
1350,0.968034739
1351,0.110711747
1352,0.150795493
1353,0.088256263
1354,0.262699338
1355,0.039937711
1356,0.538331238
1357,0.262705729
1358,0.009634424
1359,0.005487358
1360,0.286333132
1361,0.913375334
1362,0.65304773
1363,0.106643628
1364,0.339807599
1365,0.999991248
1366,0.003643428
1367,0.045078536
1368,0.191155754
1369,0.496968209
1370,0.036794249
1371,0.253441245
1372,0.068166089
1373,0.017861625
1374,0.00166422
1375,0.05802748
1376,0.008397672
1377,0.039273577
1378,0.992309496
1379,0.004948583
1380,0.156791635
1381,0.017208437
1382,0.984099636
1383,0.986836513
1384,0.179784204
1385,0.134358188
1386,0.156008499
1387,0.051175325
1388,0.211102807
1389,0.3123252
1390,0.062954024
1391,0.017203022
1392,0.225516768
1393,0.0286351
1394,0.003366899
1395,0.040612935
1396,0.014184505
1397,0.802810851
1398,0.805392364
1399,0.550896967
1400,0.026207375
1401,0.222489325
1402,0.20205049
1403,0.025603366
1404,0.859428381
1405,0.025590018
1406,0.022332781
1407,0.03962776
1408,0.112315157
1409,0.028786215
1410,0.025730314
1411,0.023007218
1412,0.830698132
1413,0.011822209
1414,0.140775509
1415,0.279873941
1416,0.169412684
1417,0.005854392
1418,0.927487861
1419,0.41615421
1420,0.068978792
1421,0.177541187
1422,0.104440647
1423,0.07136066
1424,0.12482426
1425,0.002001628
1426,0.078453805
1427,0.999007526
1428,0.086159912
1429,0.018573959
1430,0.0127918
1431,0.012059645
1432,0.036332257
1433,0.076944435
1434,0.737635727
1435,0.064694739
1436,0.097819871
1437,0.402603266
1438,0.605759039
1439,0.799957928
1440,0.00225903
1441,0.003937537
1442,0.005106814
1443,0.003102506
1444,0.007990371
1445,0.24447989
1446,0.031160545
1447,0.899608264
1448,0.007681755
1449,0.027816272
1450,0.290887537
1451,0.056526796
1452,0.009284544
1453,0.04128557
1454,0.187226263
1455,0.004136971
1456,0.033653946
1457,0.032259231
1458,0.116774179
1459,0.352443138
1460,0.359485323
1461,0.014724422
1462,0.000750661
1463,0.488649712
1464,0.270061121
1465,0.835316177
1466,0.016307934
1467,0.012098016
1468,0.068942431
1469,0.301163708
1470,0.195007694
1471,0.070982166
1472,0.128968555
1473,0.011718634
1474,0.581925766
1475,0.054069562
1476,0.00221609
1477,0.704016631
1478,0.02643034
1479,0.099182535
1480,0.373465238
1481,0.074367686
1482,0.476851271
1483,0.165604195
1484,0.010400432
1485,0.395659893
1486,0.992337323
1487,0.130109129
1488,0.099087585
1489,0.046283399
1490,0.072438097
1491,0.241619605
1492,0.448693762
1493,0.004742787
1494,0.035860521
1495,0.008836651
1496,0.826959726
1497,0.048345484
1498,0.025234052
1499,0.010073152
1500,0.218566577
1501,0.031515911
1502,0.022275493
1503,0.064468829
1504,0.154671442
1505,0.001528181
1506,0.238699634
1507,0.00382337
1508,0.009614463
1509,0.842770075
1510,0.010323093
1511,0.999974768
1512,0.016002361
1513,0.937379463
1514,0.498457302
1515,0.030429717
1516,0.109020041
1517,0.071432228
1518,0.99995021
1519,0.003865608
1520,0.934934023
1521,0.0119705
1522,0.0085457
1523,0.096709197
1524,0.00359116
1525,0.033914582
1526,0.039462118
1527,0.017168326
1528,0.999914933
1529,0.052601566
1530,0.466626419
1531,0.136228881
1532,0.143756745
1533,0.013147126
1534,0.024619644
1535,0.020916376
1536,0.45739798
1537,0.03798549
1538,0.043846263
1539,0.132204218
1540,0.168355183
1541,0.038388033
1542,0.021826317
1543,0.046611261
1544,0.008563055
1545,0.030222398
1546,0.015207656
1547,0.262706972
1548,0.006300941
1549,0.006126563
1550,0.842572591
1551,0.024359221
1552,0.124133333
1553,0.035607256
1554,0.028272619
1555,0.012851521
1556,0.051438285
1557,0.006218753
1558,0.023329613
1559,0.993896605
1560,0.005431588
1561,0.999329924
1562,0.056016571
1563,0.011098522
1564,0.44470163
1565,0.547386666
1566,0.005460912
1567,0.04183881
1568,0.323504344
1569,0.171729876
1570,0.017224836
1571,0.015479892
1572,0.036161687
1573,0.064188058
1574,0.321731409
1575,0.024758823
1576,0.125480985
1577,0.01366503
1578,0.019052075
1579,0.007960718
1580,0.01507884
1581,0.013677898
1582,0.75254863
1583,0.040578017
1584,0.055070412
1585,0.018496189
1586,0.88068895
1587,0.020853961
1588,0.048407418
1589,0.089060102
1590,0.643245498
1591,0.001308391
1592,0.228865312
1593,0.218961784
1594,0.40079502
1595,0.491081296
1596,0.027204142
1597,0.924916432
1598,0.148880039
1599,0.331113292
1600,0.007703598
1601,0.392564555
1602,0.0104295
1603,0.074933183
1604,0.012518179
1605,0.003106227
1606,0.054098454
1607,0.00527935
1608,0.854869
1609,0.920397704
1610,0.107722568
1611,0.029219881
1612,0.143908214
1613,0.032370736
1614,0.018217932
1615,0.851750385
1616,0.020167667
1617,0.081441019
1618,0.405532964
1619,0.021325501
1620,0.02202278
1621,0.119076988
1622,0.354130958
1623,0.174787037
1624,0.352046027
1625,0.098079089
1626,0.289171476
1627,0.779293863
1628,0.321454645
1629,0.199038281
1630,0.008451196
1631,0.01314048
1632,0.951100134
1633,0.026955404
1634,0.15195786
1635,0.999995556
1636,0.209651472
1637,0.008875201
1638,0.07102067
1639,0.301967154
1640,0.010025853
1641,0.289443156
1642,0.040125381
1643,0.661290948
1644,0.037256046
1645,0.01679373
1646,0.105314603
1647,0.940875746
1648,0.220090249
1649,0.120767047
1650,0.241896742
1651,0.058606585
1652,0.042662962
1653,0.886883846
1654,0.504443751
1655,0.000707134
1656,0.281006376
1657,0.005507064
1658,0.214022453
1659,0.15636025
1660,0.020372006
1661,0.028212954
1662,0.016587573
1663,0.995430898
1664,0.007508888
1665,0.386789788
