0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
1.587251228,16.62563089,4.4,33,59,K,a10,2,0.592857143,2,0.249834136,1015.9,1018.8,0,0.0mm,,27.3,17,B,,28,9,2011,0,7.499228495,0
-0.300770175,4.200672327,0,71,89,A,a3,1.935714286,1.55,1,0.249137946,1007.2,1006.7,1,3.0mm,91,26.3,24.5,A,A,46,22,2011,310,317.4703311,0
2.667816981,17.29798721,4.2,41,79,B,a17,1.678571429,0.592857143,2,0.328848527,1022,1022.8,0,1.0mm,125,21.8,13.8,O,M,39,11,2010,110,83.6559223,0
2.031432018,13.87819086,3.4,42,74,B,a2,1.207142857,0.178571429,7,0.112052196,1022,1024.3,0,0.0mm,100,16.2,8.4,B,L,39,30,2012,90,6.525837319,0
3.130197984,26.87650276,7.4,11,27,J,a21,2.464285714,1.335714286,10,0.104716463,1016.4,1019.5,0,0.0mm,114,33.7,27.3,H,G,54,20,2011,130,18.89582892,0
1.516066932,13.34605612,2.8,36,69,E,a28,1.578571429,0.614285714,10,0.03648283,1013.2,1018.6,0,0.0mm,71,21.7,12.7,G,J,35,15,2011,190,121.2696877,0
2.517078894,25.07284171,6.6,46,87,F,a11,2.171428571,0.914285714,2,0.274042586,1013.9,1017.9,0,0.0mm,105,29.6,18.3,F,C,39,24,2012,60,139.9821245,0
2.184477568,22.37523903,5.8,41,65,P,a30,2.157142857,1.507142857,4,0.194575637,1010.1,1014.1,0,0.0mm,103,29.7,23.1,P,P,44,22,2012,280,487.4740439,0
1.772519187,13.00231774,2.6,52,68,C,a6,1.3,0.471428571,8,0.136161469,1020.9,1023.6,0,0.0mm,89,17.7,11.2,C,H,31,20,2010,110,97.15530059,1
1.454235729,10.09144742,1.6,63,86,E,a12,1.242857143,0.75,7,0.100849515,1009.5,1012,0,0.2mm,47,15.6,11.8,E,E,59,31,2010,330,278.9807785,0
1.172807384,8.341992488,1,79,88,M,a15,0.9,0.557142857,6,0.262678244,1015.4,1020.4,1,14.4mm,27,12,9.3,P,O,37,17,2012,190,155.1407339,1
2.409438376,26.16348225,6.8,26,41,N,a21,2.678571429,1.535714286,2,0.387546952,1010.8,1013.1,0,0.0mm,64,36.3,28.2,H,G,39,20,2011,130,320.44636,0
1.327763679,9.087876894,1.2,57,77,K,a21,1.164285714,0.857142857,6,0.202913755,1015.8,1014.4,1,6.4mm,48,14.5,13.1,K,N,65,24,2010,190,337.8345843,0
1.68106565,12.32845027,2.6,37,51,N,a8,1.25,0.371428571,5,0.039237593,1008,1011.2,0,0.0mm,45,16.1,12.8,N,N,78,39,2011,260,158.0027527,0
3.04830717,27.43291119,7.8,16,48,B,a22,2.207142857,0.985714286,3,0.127953037,1022.5,1027,0,0.0mm,107,29.2,19.9,J,G,41,19,2010,260,271.609809,0
2.877451766,18.55645964,5.4,43,52,C,a7,1.578571429,0.471428571,11,0.140330025,1018.6,1022.2,0,0.0mm,128,21,14.5,C,F,41,17,2010,150,338.1182315,0
1.919140456,20.03598171,5,98,95,L,a17,1.521428571,1.25,2,0.310487272,1012.2,1014.7,0,0.0mm,1,17.9,19,O,F,39,22,2010,110,232.5614993,1
2.546127245,23.39192463,6,29,59,J,a28,1.728571429,0.635714286,10,0.120410471,1008.5,1016,0,0.0mm,109,23.3,12,E,E,52,28,2010,280,508.6908801,1
1.611340402,14.30980168,3,52,73,J,a0,1.571428571,0.714285714,6,0.122912911,1019,1022.3,0,0.0mm,77,20.8,13.7,H,G,39,19,2010,200,128.6005514,1
1.510966872,12.84309477,2.2,41,82,C,a7,1.464285714,0.157142857,4,0.07028917,1019.9,1022.6,0,0.0mm,98,20.2,10.2,O,C,26,6,2012,70,152.2747357,0
1.414519296,8.807598315,1.8,57,63,E,a13,1.1,0.764285714,5,0.190362839,1013.2,1017.5,1,1.6mm,10,15.1,12.4,E,E,69,39,2012,310,728.0828255,0
2.969823062,23.3625295,6,75,83,B,a20,1.821428571,1.385714286,11,0.146441194,1011.3,1014.2,1,46.0mm,1,23.5,22.4,M,B,31,13,2010,170,122.6120219,0
1.742639286,15.45083918,3.4,31,50,G,a27,1.485714286,0.857142857,6,0.251327376,1024.1,1027,0,0.0mm,92,20.5,13.9,A,A,39,15,2011,220,338.451919,0
1.924049358,13.91709705,2.8,70,99,B,a16,1.035714286,0.042857143,7,0.340942779,1031.7,1036.2,0,0.2mm,78,13.4,3,D,A,22,13,2010,60,368.8429675,0
2.610557544,25.61600701,6.6,19,41,N,a2,1.757142857,0.285714286,10,0.3131223,1021.3,1024.9,0,0.0mm,119,23.8,16.7,I,F,22,11,2012,90,361.754051,0
2.161586909,15.44318653,3,23,55,C,a26,1.985714286,0.535714286,5,0.246648206,1012,1015.3,0,0.0mm,94,27,17.6,G,C,37,22,2010,190,293.1452388,0
1.607843668,14.47841247,3.4,41,78,O,a13,1.642857143,0.878571429,11,0.17003099,1011.3,1011.8,1,1.6mm,101,22.1,16.1,P,O,37,22,2012,90,302.9048261,0
2.164298879,19.23257291,5.2,98,61,B,a8,1.664285714,0.742857143,4,0.150864484,1023.8,1025,0,0.0mm,56,16.7,16.8,D,N,37,22,2010,220,106.0940014,1
1.315921224,8.193127815,0.8,41,82,O,a26,1.107142857,0.107142857,6,0.172552791,1027.2,1029.6,1,2.6mm,90,15.4,7.4,C,,20,11,2010,0,40.63476256,0
1.168362977,7.761923741,1,69,82,D,a8,1.357142857,0.7,6,0.24733349,1017.4,1018.5,1,10.8mm,61,17.7,15.5,D,D,30,15,2010,150,25.48983717,0
2.649728859,24.53822417,6.8,17,41,G,a24,1.871428571,0.892857143,4,0.337320113,1016.1,1021.1,0,0.0mm,,25.5,18.5,E,A,43,22,2012,240,214.4705143,0
2.407965502,23.49772919,6,40,37,N,a6,1.271428571,0.728571429,5,0.030220868,1012.9,1014,0,0.0mm,78,15.8,13.7,I,N,70,35,2012,310,680.2843715,0
1.801848381,17.44256514,3.8,67,81,H,a17,1.4,0.728571429,11,0.229413217,1015.4,1012.8,0,0.0mm,88,16.8,14.7,N,N,56,26,2010,220,28.13108991,0
2.814810789,16.360269,4,57,77,B,a16,1.65,1.178571429,3,0.212842006,1018.7,1021.3,0,0.0mm,4,22.4,17.3,B,O,31,4,2010,70,96.83983484,0
1.358608537,12.18585467,2.2,52,69,F,a18,2.142857143,1.607142857,2,0.32241068,1015.5,1016.8,0,0.0mm,38,28.4,25.9,P,L,37,20,2010,110,298.199985,0
1.483069196,12.61358583,2.4,71,81,B,a3,1.55,1.285714286,12,0.377238437,1009.6,1011.3,0,0.2mm,1,19.6,20.6,D,L,28,15,2011,170,252.0999241,0
1.563280565,13.99745596,2.4,47,92,D,a2,0.992857143,0.457142857,7,0.165720835,1024.8,1026.7,0,0.4mm,6,13,8.4,L,B,35,26,2011,150,134.3990642,0
1.475519274,13.07798038,3,56,61,K,a3,1.357142857,1.185714286,6,0.316634558,1015.2,1014.8,1,4.4mm,73,17.8,17.8,D,D,76,26,2010,370,701.1867639,0
1.589924897,11.13027531,1.8,44,67,E,a12,1.157142857,0.142857143,9,0.231001445,1020,1025.4,0,0.0mm,81,14.9,10.2,E,E,70,35,2010,190,56.14438617,0
2.752665059,24.88511925,6.8,60,59,M,a20,1.842857143,0.871428571,8,0.170741186,1017.3,1020.8,0,0.0mm,101,23.5,20.7,A,P,33,26,2011,90,426.0173206,0
2.6850446,30.42824175,9.2,50,54,M,a19,1.942857143,1.15,8,0.13981257,1015.6,1018.1,0,0.0mm,88,24.8,23.3,M,O,35,24,2011,190,364.5154647,0
3.2775581,35.83881075,10,73,79,L,a7,1.914285714,1.55,2,0.783441956,1008.4,1008.6,1,1.4mm,8,25.1,24.5,H,I,33,7,2010,40,117.9802861,1
1.578731417,11.75306852,1.8,64,81,I,a11,1.042857143,0.55,5,0.278522812,1015.5,1017.1,0,0.0mm,49,13.7,11.4,I,N,48,20,2012,200,269.5441008,0
2.338862538,19.16845619,4.2,67,67,,a25,1.271428571,0.6,9,0.291809577,1016.4,1014.8,1,14.4mm,48,16.8,15.6,K,K,,13,2011,220,284.8230543,0
3.155174009,31.06080712,8.8,49,64,,a9,1.935714286,1.085714286,1,0.13435169,,,0,0.0mm,,23.7,17.8,,,,,2010,,,0
2.243118146,19.51289866,5,24,40,P,a30,1.9,0.978571429,6,0.148273543,1014.9,1018.7,0,0.0mm,109,25.5,18.6,P,M,39,15,2011,170,166.7179206,0
0.12539338,4.91146375,0,88,99,N,a7,0.735714286,0.357142857,6,0.076947841,1015.4,1019.6,1,4.2mm,14,8.8,7,E,F,24,15,2011,60,134.5040084,1
2.158008308,22.15752097,5.8,23,48,O,a10,2.05,0.785714286,1,0.139655691,1015.3,1017.7,0,0.0mm,,26.8,17.3,B,O,41,11,2010,220,388.4341354,0
2.417871575,19.47859553,4.6,53,68,K,a14,1.335714286,0.421428571,9,0.068826052,1003.6,1008.7,0,0.8mm,52,15.8,13,H,N,59,19,2011,190,142.9705408,1
1.372749491,9.492296568,1.4,52,99,K,a11,2.042857143,0.928571429,4,0.2046726,1016.9,1020.8,0,0.8mm,63,25.5,15.3,K,N,33,13,2010,70,191.4874654,0
2.255443736,18.37279569,4.8,21,44,H,a1,2.042857143,0.835714286,9,0.095203009,1015,1017.4,0,0.0mm,112,27.5,22.6,A,O,28,15,2011,130,130.0124968,0
0.227158903,6.681032261,1.2,87,90,A,a7,1.057142857,0.678571429,7,0.222677584,1013.9,1016.3,1,3.0mm,0,14.7,11.1,E,C,20,11,2010,90,543.0052915,0
3.213746208,34.33024487,10,89,97,D,a1,1.742857143,1.392857143,12,0.295499563,1013.2,1016.7,1,40.4mm,0,23.3,19.9,O,D,31,13,2010,200,141.7509571,1
2.705285608,23.63759313,6.4,94,87,P,a18,1.678571429,1.507142857,2,0.170093718,1018.3,1018.5,1,5.2mm,0,21.6,22.9,O,D,19,9,2012,20,131.7021637,1
2.528779579,21.72946888,5.4,95,94,E,a21,1.657142857,1.528571429,3,0.321392297,1008.2,1009.3,1,30.2mm,0,22.2,22.7,D,A,22,9,2011,90,45.76786198,1
2.227079458,22.61302694,5.2,57,74,P,a19,2.321428571,1.735714286,3,0.338320283,1007.5,1010.2,1,2.6mm,113,31.7,28.9,P,O,37,26,2012,150,187.2097224,0
0.977832212,8.530050708,1.6,46,62,G,a26,1.364285714,0.635714286,6,0.082014648,1027.2,1030.4,0,0.0mm,63,17.6,12,C,C,33,19,2012,110,309.7305757,0
1.574290707,9.703326172,1.8,39,83,I,a5,1.478571429,0.557142857,6,0.1498157,1023.3,1026.8,0,0.0mm,97,20.5,9,I,I,22,6,2011,130,75.5108077,0
1.904493902,13.63405481,2.8,27,62,H,a6,1.85,0.835714286,8,0.086582182,1021.3,1023.3,0,0.0mm,52,25.5,14.8,H,H,22,11,2011,130,52.25716079,0
0.708928216,4.430234749,0.6,84,83,N,a3,1.342857143,1.092857143,8,0.192189858,1014.2,1015.3,1,1.6mm,0,15.9,17.7,N,H,52,26,2010,130,97.79919027,1
1.740794247,11.6380197,2.6,84,85,,a25,1.028571429,0.728571429,7,0.293301452,1015.6,1012.7,1,6.0mm,45,11.8,11,K,D,,31,2010,190,342.4333246,1
2.162549784,18.64290127,4.6,23,60,K,a0,1.657142857,0.407142857,9,0.319119546,1020.3,1024.9,0,0.0mm,,22.9,15,D,P,22,7,2010,70,29.14856118,0
1.936506899,12.53048872,2.8,46,97,C,a16,2.092857143,0.814285714,3,0.261142586,1007.9,1011.8,0,0.2mm,85,27.9,15.6,A,C,30,15,2011,70,68.56879314,0
2.718126587,27.94391566,7.2,30,35,E,a13,1.907142857,0.864285714,10,0.300195239,1014.4,1018.2,1,1.8mm,18,24.3,18.9,E,E,76,43,2012,520,872.9159011,0
3.029079582,36.61627376,10.2,67,69,F,a20,2.114285714,1.642857143,12,0.829716105,1006,1008.8,1,48.4mm,15,27.4,26.5,F,M,56,35,2011,260,390.4769995,1
1.71006481,14.51979648,2.8,42,68,N,a23,1.442857143,0.457142857,4,0.835937062,1020.1,1024.3,0,0.0mm,55,18.4,14.6,J,E,41,13,2010,130,189.0836289,1
1.830820827,18.94971792,4.2,50,52,P,a28,1.292857143,0.885714286,11,0.189385336,1015.7,1015.2,0,0.0mm,105,17.4,16.2,M,M,33,19,2012,170,345.1985898,0
2.861033953,24.19646342,6.6,34,56,I,a7,1.707142857,1.135714286,12,0.049146311,1006.1,1005.7,0,0.0mm,126,22.5,19,N,K,43,20,2010,190,311.9693956,0
0.932552273,6.130512929,0.2,61,69,B,a6,1.378571429,0.95,5,0.225344551,1015.8,1016.6,0,0.4mm,91,19.1,16.5,L,K,48,28,2011,170,45.16954974,0
1.669679683,13.01065128,3.4,74,89,H,a30,2.128571429,1.778571429,2,0.805866793,1000.4,1002.4,1,7.8mm,13,29.5,26.1,N,N,59,31,2011,170,274.1898208,1
3.542866787,43.72881984,13.2,15,38,P,a24,2.514285714,1.3,1,0.338363518,1013,1015.9,0,0.0mm,120,33,22.9,K,L,46,19,2012,220,201.9864042,0
1.952565743,14.14153535,3.4,33,68,K,a14,1.464285714,0.45,4,0.220447828,1021,1024.2,0,0.0mm,102,19.9,12.7,K,N,39,20,2010,90,57.19424611,0
3.027402231,29.41211917,7.6,46,65,L,a12,1.478571429,1.035714286,1,0.174477277,1016.9,1015.8,1,1.4mm,57,19,16.4,O,L,48,30,2010,150,164.0018118,0
2.088674819,28.33467597,7.4,3,12,M,a29,2.035714286,0.307142857,9,0.270273236,1018.4,1023.7,0,0.0mm,114,27.8,20.7,D,F,35,19,2011,70,47.82877651,0
1.496682585,13.64088495,2.6,89,92,G,a26,1.364285714,0.814285714,5,0.852204886,1020.4,1021.3,0,0.4mm,39,17.3,14.2,J,C,28,6,2012,90,267.9184925,1
1.710378673,15.99797893,3.6,66,63,F,a5,1.471428571,0.885714286,9,0.197476522,1013.8,1018.4,0,0.0mm,77,18.2,17.9,F,I,37,20,2012,90,211.9296491,1
2.258626088,19.35530669,4.6,32,68,D,a14,1.128571429,0.464285714,8,0.319394332,1019.4,1019.1,0,0.0mm,82,14.9,9.6,K,K,44,26,2012,200,106.0423641,0
0.864075419,4.096992678,0.4,69,64,B,a28,0.807142857,0.314285714,6,0.152401623,1022.5,1020.7,1,1.2mm,32,9.8,9.6,L,B,48,22,2010,130,142.9343033,0
2.149969143,10.40806608,1.6,67,85,C,a23,0.907142857,0.378571429,7,0.144445238,1028,1031.8,0,0.0mm,73,11.9,6.6,F,C,35,19,2010,200,293.3364411,0
2.619505663,16.00989831,4,25,38,M,a29,1.421428571,0.078571429,8,0.283351843,1022.8,1025.5,0,0.0mm,110,19.4,11.6,M,P,43,17,2011,240,339.7654685,0
2.094440836,22.22308582,5.8,18,45,I,a22,2.335714286,1.007142857,11,0.13281084,1009.8,1011.1,0,0.0mm,73,31.2,20.6,N,J,39,26,2012,170,180.9009585,0
2.142098538,16.12213,3.6,40,68,A,a24,1.142857143,0.464285714,6,0.256769499,1025.4,1028.7,0,0.0mm,87,14.9,10,K,M,30,7,2010,70,154.7180403,0
1.780080466,12.74134664,2.8,52,75,J,a27,1.478571429,0.657142857,9,0.188827183,1010.8,1014.8,1,6.2mm,85,20,15.9,H,E,43,20,2011,90,109.2619054,1
3.041209819,32.47426541,9.2,29,60,P,a23,1.65,0.85,2,0.286675794,1019.6,1020.8,0,0.0mm,116,21.8,13.9,P,P,67,31,2010,410,725.5521193,0
1.959113686,20.35634485,5.4,42,51,M,a2,1.828571429,1.135714286,5,0.268003265,1016.9,1021.5,0,0.0mm,28,24,20.9,O,C,30,19,2010,170,140.0209138,0
1.451198508,8.605648566,1.6,55,64,D,a22,1.021428571,0.371428571,9,0.14830873,1018.7,1018.2,1,1.8mm,97,12.3,10.1,I,K,46,26,2012,280,261.3946985,0
1.859041776,16.7544231,3.8,63,66,I,a15,1.221428571,0.485714286,10,0.857996333,1005.7,1010.7,0,0.0mm,96,15.3,10.4,K,H,33,20,2010,170,369.2295118,1
3.092086574,27.88403071,7.8,13,42,B,a0,2.442857143,1.171428571,3,0.094116818,1016.8,1019.7,0,0.0mm,114,33,21.6,D,F,22,7,2010,130,50.49866644,0
2.542417976,28.12250924,7.8,19,27,,a29,2.107142857,1.214285714,12,0.387588404,1007.3,1010,0,0.0mm,,28.6,23.4,O,M,,24,2010,300,400.8786675,0
2.643370791,27.19232447,8,48,58,O,a11,1.692857143,0.95,1,0.184957694,1016.2,1017.6,0,0.0mm,97,22.5,18.9,M,N,35,19,2010,110,202.15329,0
2.483191569,26.01567853,6.6,30,52,H,a7,2.185714286,1.05,11,0.113727007,1016.3,1019.4,0,0.0mm,65,29.9,23.5,H,C,35,19,2010,90,29.01969118,1
1.77281923,9.070681529,1.8,45,75,C,a23,0.871428571,-0.142857143,6,0.072233602,1025.7,1029.1,0,0.0mm,90,11.5,6.8,F,F,26,13,2012,20,30.72231819,0
1.152623001,10.7086379,1.8,51,98,O,a27,1.464285714,0.492857143,7,0.218069374,1015.7,1018.5,0,0.0mm,46,20.2,11,H,E,41,9,2012,20,152.0375245,0
2.70461762,21.92428476,5.8,75,75,N,a3,1.492857143,1.135714286,9,0.230149009,1014.2,1016,0,0.0mm,98,19.4,18.7,I,N,48,28,2010,170,195.464298,0
2.511791153,29.61544622,7.4,62,92,N,a12,1.085714286,0.821428571,10,0.186319261,1020.1,1018.3,1,4.4mm,37,14.4,11.5,O,D,50,20,2010,260,358.7257747,0
3.602329139,32.35235395,9.2,49,72,C,a5,2.257142857,1.585714286,1,0.09347046,1011.8,1015,0,0.0mm,128,30,26.1,C,C,33,17,2011,20,93.90748056,0
2.695688917,23.49972289,6.2,32,67,,a9,2.185714286,0.978571429,1,0.259521144,,,0,0.0mm,,28.3,21.3,,,,,2010,,,0
3.008825508,18.27795533,4.8,91,84,N,a7,2.392857143,1.735714286,2,0.857380499,1010.5,1013.1,0,0.4mm,21,23.8,26.6,D,C,61,20,2011,90,115.4571733,1
2.99973267,26.8721031,7.6,52,64,E,a30,2.4,1.75,10,0.09843071,1011,1014.9,0,0.0mm,94,32.6,29.4,J,O,35,24,2012,130,135.1296706,0
2.231075069,26.61756114,7.8,49,75,B,a27,2.228571429,1.407142857,3,0.138482922,1013.3,1014.7,0,0.0mm,109,28.4,24.3,B,,30,19,2011,0,263.6010993,0
0.933767143,7.940118656,0.8,60,89,D,a16,1.007142857,0.542857143,9,0.23348862,1026.2,1028.3,0,0.0mm,12,13.1,11.3,B,B,33,20,2010,60,213.9168781,0
1.716280478,11.12593144,2.4,20,43,N,a0,1.292857143,0.107142857,8,0.190085663,1018.4,1023.5,0,0.0mm,,17.6,10.4,I,F,33,11,2012,150,463.065846,0
1.658870329,18.12321872,3.6,48,68,L,a18,1.535714286,0.778571429,7,0.331159967,1019.7,1022.7,0,0.0mm,82,21.3,15.5,B,D,22,7,2012,60,320.9895511,0
2.216987633,14.1145312,3.2,50,57,D,a27,1.55,0.65,9,0.244131775,1020.8,1023.3,0,0.0mm,110,20.8,17.5,D,O,41,24,2010,150,51.67418198,0
2.134423722,19.41160848,4.8,63,74,C,a5,1.742857143,1.05,4,0.226890523,1024,1028.2,0,0.0mm,79,22,18.9,C,I,30,17,2012,40,102.7874936,0
3.045151918,28.72612248,7.8,55,68,P,a19,2.185714286,1.728571429,1,0.168570983,1008.6,1010.8,0,0.0mm,84,29.9,28.8,M,L,50,35,2012,220,236.9350335,1
3.030579003,23.32759029,6.2,25,49,P,a21,2.192857143,1.064285714,2,0.138025033,1019.6,1021.4,0,0.0mm,124,28.4,20.5,K,J,44,17,2010,20,391.7791656,0
3.323781952,37.65729959,10.8,13,24,F,a26,2.45,1.242857143,12,0.305911887,1011.3,1014.6,0,0.0mm,131,33.2,26.8,F,C,69,26,2011,350,672.9527865,0
1.624463408,12.10854004,2.2,47,48,I,a1,1.192857143,0.514285714,6,0.207142121,1001.4,1004.3,0,0.0mm,78,15.2,13.6,D,H,43,9,2012,110,234.881194,0
1.783648422,15.52867996,3.6,81,88,L,a8,1.85,1.435714286,1,0.214475263,1016.2,1017.6,0,0.0mm,24,24.1,22.2,P,L,33,24,2010,200,376.1113086,0
1.888380947,12.92031252,2.6,44,87,J,a9,1.071428571,0,6,0.222683764,1019.5,1022,0,0.0mm,71,14,6.6,J,P,15,9,2010,60,77.83279512,0
1.7082174,12.91702033,2.2,53,64,P,a21,1.3,0.585714286,9,0.224718702,1027.3,1030.7,0,0.0mm,75,16.8,12.8,P,,35,15,2010,0,107.0474487,0
1.667859435,10.14568644,2,51,80,I,a21,1.121428571,0.742857143,8,0.21737074,1018.6,1018.9,1,2.4mm,,15.5,13.3,K,N,33,13,2012,130,38.57696393,0
3.09112541,25.15336458,6.6,61,78,F,a15,1.4,0.564285714,12,0.140720828,1020.3,1025.2,0,0.0mm,121,18.9,13.7,F,F,33,15,2010,170,258.5839255,0
2.786800673,29.07606194,8,76,85,F,a3,1.878571429,1.457142857,2,0.34295588,1012.1,1012,1,6.4mm,79,24.3,23.6,F,F,63,37,2010,300,357.0418585,1
1.94815264,15.6652202,3.6,52,78,L,a22,1.457142857,0.514285714,3,0.052801523,1022.5,1023.9,0,0.0mm,84,18.4,14.4,L,O,39,22,2011,90,129.1894564,0
2.102316561,19.31453672,4.8,80,80,B,a6,1.421428571,1.285714286,3,0.089694597,1008.1,1009.7,0,0.0mm,0,18.5,18.4,B,B,78,19,2012,240,189.0040021,1
2.004578443,12.58455026,2.2,43,81,P,a23,1.364285714,0.528571429,10,0.149464904,1024.7,1027.8,0,0.0mm,117,18.1,10.7,F,M,35,17,2010,170,290.6963291,0
2.273270333,11.54445237,2.4,40,37,N,a1,1.421428571,0.378571429,8,0.266864376,1004.9,1009.2,0,0.0mm,107,19.3,15.7,M,J,39,17,2010,90,241.228203,0
3.266845846,34.22815631,9.6,52,60,D,a26,1.892857143,1.078571429,11,0.193290899,1007.9,1007.7,0,0.0mm,129,24.5,23,D,K,50,39,2012,170,276.7218681,0
2.194152912,23.14790247,6.2,21,33,,a24,1.657142857,0.492857143,8,0.156490777,1029.8,1034.1,0,0.0mm,110,22.7,15.5,A,F,,20,2011,170,423.4015427,0
0.706672983,8.349521709,1.2,54,75,F,a7,1.15,0.078571429,6,0.314508226,1028.6,1032.7,0,0.0mm,52,15.8,6.8,C,C,17,9,2010,60,126.8193454,0
1.482189985,12.874254,2.4,43,89,N,a12,1.814285714,1.1,3,0.389537928,1011.6,1013.2,0,0.0mm,81,22.9,16.3,D,I,37,17,2012,150,258.5568451,0
1.531628598,13.06102901,2.8,65,64,,a25,1.014285714,0.778571429,8,0.165834479,1020,1020.4,1,3.4mm,13,13.6,11.5,I,D,,9,2010,190,300.3161872,0
0.569900224,5.901065503,0.5,82,82,I,a22,1.064285714,0.735714286,6,0.266552478,1020.3,1020.1,1,4.8mm,17,14.4,11.5,N,N,35,17,2011,130,266.3870758,0
2.1671287,20.29222437,4.6,78,66,,a9,1.557142857,0.335714286,12,0.76698053,995.4,1000.5,1,5.4mm,52,13.6,14.3,J,J,,17,2010,60,95.48942126,1
3.886013888,39.28768049,11.6,24,46,C,a0,2.192857143,1.307142857,3,0.2023159,,,0,0.0mm,,29.3,21.3,A,C,43,17,2011,220,463.9891705,0
2.232781526,20.56305084,5.4,74,64,A,a19,2.242857143,1.692857143,12,0.061553685,1004.7,1007.9,0,0.0mm,100,29.2,29.8,A,M,30,17,2011,90,163.4818016,0
3.240743764,26.38388989,6.2,47,92,I,a23,2.028571429,1.221428571,2,0.320089902,1012.1,1013.9,0,0.0mm,72,26.6,18.7,D,K,22,7,2011,130,210.0571932,1
0.995582828,7.824993417,0.8,40,70,,a25,1.485714286,0.442857143,6,0.265520926,1021.9,1024.7,0,0.0mm,93,20,9.5,A,E,,6,2010,60,66.31126611,0
3.918339367,44.32543022,13,50,71,A,a8,2.292857143,1.385714286,3,0.20516991,1010.5,1014.4,1,40.4mm,,30.8,23.5,E,G,33,13,2012,170,105.100874,0
